IDv4	IDv3	PosV3	PosV4	Symbol	Cloned	GeneName	Functional description
Zm00001d048263	GRMZM2G036351	9:150514712-150515694	9:153418013-153418531	-		ZIM-transcription factor 4	Putative tify domain/CCT motif transcription factor family protein%3B ZIM motif family protein
Zm00001d048267	GRMZM2G036300	9:150578294-150580867	9:153480308-153483981	-		-	PIF1 helicase
Zm00001d048268	GRMZM2G036288	9:150582432-150583458	9:153485703-153486254	-		ZIM-transcription factor 14	Putative tify domain/CCT motif transcription factor family protein
Zm00001d048270	GRMZM2G049484	9:150616637-150620939	9:153517624-153521512	-		-	Beta-1%2C4-mannosyltransferase%3B Beta-1%2C4-mannosyltransferase isoform 1%3B Beta-1%2C4-mannosyltransferase isoform 2
Zm00001d048271	AC149828.2_FG002	9:150685413-150689960	9:153586355-153591283	-		-	Proteasome subunit alpha type
Zm00001d048272	GRMZM5G830874	9:150704772-150712218	9:153605769-153613400	-		-	CTC-interacting domain 7
Zm00001d048273	AC149828.2_FG004	9:150753588-150753980	9:153653506-153653898	-		-	DUF1677 family protein
Zm00001d048281	GRMZM2G100750	9:150910587-150911805	9:153815426-153816431	-		-	Protein LURP-one-related 6
Zm00001d048282	GRMZM2G172523	9:150915898-150922628	9:153819232-153827003	-		-	tubulin-tyrosine ligases;tubulin-tyrosine ligases
Zm00001d048284	AC196059.3_FG003	9:150978196-150980820	9:153880862-153883850	-		-	YlmG homolog protein 2 chloroplastic
Zm00001d048285	GRMZM2G004023	9:150981931-150986131	9:153885055-153889143	-		-	E3 ubiquitin-protein ligase SPL2
Zm00001d048286	GRMZM2G136389	9:150989308-151005342	9:153893462-153897261	-		GNAT-transcription factor 37	Acyl-CoA N-acyltransferases (NAT) superfamily protein
Zm00001d048291	GRMZM2G169384	9:151076183-151080032	9:153995278-153999021	-		-	Multiple organellar RNA editing factor 8 chloroplastic/mitochondrial
Zm00001d048292	GRMZM2G169365	9:151083033-151087840	9:154002038-154006592	 cnh1		carbon-nitrogen hydrolase homolog1	-
Zm00001d048293	GRMZM2G169363	9:151092194-151093955	9:154011332-154012566	-		-	Mitochondrial substrate carrier family protein
Zm00001d048295	NA	NA	9:154028601-154033856	-		-	10A19I.15
Zm00001d048296	NA	NA	9:154056208-154057131	-		AP2-EREBP-transcription factor 48	Putative AP2/EREBP transcription factor superfamily protein
Zm00001d048297	NA	NA	9:154094049-154095017	-		AP2-EREBP-transcription factor 124	Putative AP2/EREBP transcription factor superfamily protein
Zm00001d048298	GRMZM2G074514	9:151152639-151157765	9:154124096-154129188	-		-	exostosin family protein
Zm00001d048301	GRMZM2G141084	9:151241217-151246682	9:154161995-154167015	-		-	E3 ubiquitin ligase BIG BROTHER
Zm00001d048305	GRMZM2G065237	9:151333678-151335150	9:154241747-154243831	-		-	40S ribosomal protein S10-1
Zm00001d048308	AC149829.2_FG003	9:151384634-151388392	9:154292378-154297178	-		-	Putative thaumatin domain family protein
Zm00001d048309	AC149829.2_FG004	9:151395822-151396321	9:154303194-154304565	-		bHLH-transcription factor 97	DNA binding protein%3B Putative HLH DNA-binding domain superfamily protein
Zm00001d048310	GRMZM2G700132	9:151419868-151424118	9:154321064-154332220	-		-	F-box/kelch-repeat protein SKIP11
Zm00001d048311	GRMZM2G087901	9:151514437-151518716	9:154421758-154426112	 sut7		sucrose transporter7	single copy cDNA; transcripts observed in mature leaf blades of young plants, and at reproductive stage in various tissues including leaf sheaths, culms, husks, pedicels, with little transcript detected in silks and developing kernels.
Zm00001d048312	GRMZM2G178741	9:151525953-151528343	9:154433350-154435731	-		Homeobox-transcription factor 22	Homeobox-leucine zipper protein ATHB-23
Zm00001d048313	GRMZM2G178775	9:151532689-151533548	9:154440221-154440775	-		-	NAD(P)-linked oxidoreductase superfamily protein
Zm00001d048314	GRMZM2G178787	9:151539135-151543232	9:154446529-154450415	-		-	Protein kinase 2B chloroplastic
Zm00001d048315	GRMZM2G178826	9:151541618-151546392	9:154450335-154453803	-		-	3-dehydroquinate synthase
Zm00001d048318	GRMZM2G178859	9:151555699-151560952	9:154463094-154468191	-		-	Protoheme IX farnesyltransferase
Zm00001d048319	GRMZM2G178880	9:151561291-151565140	9:154468684-154472507	-		-	Probable mannan synthase 7
Zm00001d048320	GRMZM2G178916	9:151566273-151576052	9:154473757-154480081	-		-	Pentatricopeptide repeat-containing protein  mitochondrial
Zm00001d048322	NA	NA	9:154481262-154483447	-		-	Pectinesterase 31
Zm00001d048323	GRMZM2G178945	9:151577941-151581843	9:154485308-154489238	-		-	O-fucosyltransferase family protein
Zm00001d048324	GRMZM2G178960	9:151582532-151586407	9:154490005-154493752	-		-	Ribulose-phosphate 3-epimerase
Zm00001d048325	GRMZM2G057950	9:151591102-151593832	9:154499835-154502260	-		-	Ribosomal protein L32 containing protein isoform 1%3B Ribosomal protein L32 containing protein isoform 2
Zm00001d048326	GRMZM2G058037	9:151594721-151596575	9:154503172-154504164	-		-	HVA22-like protein i
Zm00001d048329	GRMZM2G361256	9:151628188-151635468	9:154553978-154561542	-		-	ABC transporter C family member 3
Zm00001d048332	GRMZM2G058133	9:151661482-151663371	9:154587390-154589003	-		-	Pentatricopeptide repeat-containing protein
Zm00001d048333	GRMZM5G833332	9:151665851-151667733	9:154591704-154593654	-		-	DUF1997 family protein
Zm00001d048334	GRMZM2G055107	9:151667417-151670249	9:154593581-154596022	-		-	Whole genome shotgun sequence of line PN40024 scaffold_113.assembly12x (Fragment)
Zm00001d048335	GRMZM2G054969	9:151692156-151696804	9:154618004-154622654	-		-	Major facilitator superfamily protein
Zm00001d048336	GRMZM2G420926	9:151739975-151746459	9:154661166-154667108	-		-	Serine/threonine-protein phosphatase
Zm00001d048337	GRMZM2G120987	9:151745384-151749193	9:154667073-154670341	-		-	Fatty acyl-CoA reductase 2
Zm00001d048338	GRMZM2G120975	9:151754417-151768830	9:154675604-154690065	-		-	Calcium-binding EF hand family protein
Zm00001d048340	GRMZM2G310155	9:151826681-151833559	9:154752983-154759049	-		-	DNA-binding bromodomain-containing protein
Zm00001d048341	GRMZM2G009869	9:151838501-151842903	9:154764664-154768595	-		-	Protein kinase superfamily protein
Zm00001d048342	AC149810.2_FG008	9:151897573-151900165	9:154782716-154785521	-		-	Probable serine/threonine-protein kinase Cx32 chloroplastic
Zm00001d048343	GRMZM2G127101	9:151906028-151911611	9:154791159-154796710	-		-	Ubiquitin domain-containing protein DSK2b
Zm00001d048344	GRMZM2G127072	9:151918637-151921935	9:154803800-154805750	-		-	Expansin-like A2
Zm00001d048345	GRMZM2G127050	9:151928567-151933323	9:154813756-154818120	-		-	Probable serine/threonine-protein kinase
Zm00001d048346	GRMZM2G126821	9:151935786-151938224	9:154820912-154823371	 arpp40		acidic ribosomal protein P40	vegetative meristem cDNA 7C02D05 similar to cytoplasmic ribosomal protein
Zm00001d048347	GRMZM2G126817	9:151938782-151940287	9:154824112-154825475	-		NAC-transcription factor 39	Putative NAC domain transcription factor superfamily protein
Zm00001d048348	GRMZM2G428040	9:151949362-151949977	9:154834549-154834905	-		-	transcription activator-related
Zm00001d048352	GRMZM2G126802	9:151971131-151972095	9:154856188-154857395	-		-	IQ-domain 20
Zm00001d048353	GRMZM2G126781	9:151975181-151977920	9:154861537-154862959	 gst13		glutathione transferase13	cDNA; SSR umc2099
Zm00001d048354	GRMZM2G126763	9:151986613-151988051	9:154871684-154872915	 gst9		glutathione transferase9	-
Zm00001d048355	GRMZM2G126745	9:151990158-151993372	9:154875197-154878470	-		-	F-box/LRR-repeat protein 10
Zm00001d048356	GRMZM2G126682	9:151998325-152000204	9:154883684-154884796	-		-	24-methylenesterol C-methyltransferase 2
Zm00001d048357	GRMZM2G009770	9:152025490-152029185	9:154910740-154914399	-		-	Putative leucine-rich repeat receptor-like protein kinase family protein
Zm00001d048358	GRMZM2G009808	9:152030140-152038415	9:154915042-154923673	 aco3		aconitase3	electrophoretic mobility
Zm00001d048359	GRMZM2G010017	9:152081853-152086082	9:154975226-154979466	-		-	Probable protein phosphatase 2C 48
Zm00001d048361	GRMZM2G059891	9:152235892-152238887	9:155107951-155110341	-		-	CSC1-like protein
Zm00001d048362	GRMZM2G059937	9:152240659-152244263	9:155112476-155116062	-		-	Mitochondrial outer membrane protein porin 4
Zm00001d048363	GRMZM2G358931	9:152252293-152255778	9:155124086-155127652	 cki4		cyclin-dependent kinase inhibitor4	-
Zm00001d048364	GRMZM2G126839	9:152259012-152266291	9:155131090-155139010	-		-	RNA-binding (RRM/RBD/RNP motifs) family protein
Zm00001d048366	GRMZM2G150408	9:152309005-152310938	9:155189793-155191697	-		-	Expressed protein;  protein
Zm00001d048368	GRMZM2G150058	9:152314247-152316624	9:155195026-155197492	-		-	60S ribosomal protein L23
Zm00001d048369	GRMZM2G057529	9:152320064-152322739	9:155203371-155205823	-		-	CCT motif family protein
Zm00001d048370	GRMZM2G057514	9:152330061-152332084	9:155213235-155214866	-		-	Putative cytochrome P450 superfamily protein
Zm00001d048372	GRMZM2G057491	9:152347504-152351827	9:155230812-155234902	-		-	Glutamyl-tRNA synthetase%2C cytoplasmic
Zm00001d048373	GRMZM2G057243	9:152353213-152359196	9:155236300-155242285	-		white cap1	Carotenoid 910(9'10')-cleavage dioxygenase 1
Zm00001d048374	NA	NA	9:155252943-155254133	-		-	Carboxyl-terminal-processing peptidase 1 chloroplastic
Zm00001d048376	NA	NA	9:155256628-155260667	-		-	Sec20 family protein
Zm00001d048378	NA	NA	9:155263906-155266922	-		-	PIF1 helicase
Zm00001d048380	NA	NA	9:155274681-155276770	-		-	guanylyl cyclase 1
Zm00001d048381	NA	NA	9:155280870-155281917	-		-	ATP sulfurylase 1 chloroplastic
Zm00001d048382	GRMZM2G089421	9:152399689-152401927	9:155283825-155285857	-		-	60S ribosomal protein L21-1
Zm00001d048383	GRMZM2G089686	9:152402913-152404601	9:155286842-155288530	-		MYB-transcription factor 165	MYB305%3B Putative MYB DNA-binding domain superfamily protein
Zm00001d048384	GRMZM2G089699	9:152409062-152410472	9:155293350-155294431	 expb10a		beta expansin10a	-
Zm00001d048385	GRMZM2G178072	9:152453261-152461059	9:155329232-155336959	-		PHD-transcription factor 14	PHD finger protein ING1
Zm00001d048387	NA	NA	9:155347374-155348984	-		-	Xyloglucan galactosyltransferase MUR3
Zm00001d048389	GRMZM2G137779	9:152517105-152519592	9:155394466-155396205	-		-	Xyloglucan galactosyltransferase MUR3
Zm00001d048390	GRMZM2G438840	9:152523091-152526601	9:155400160-155403724	-		-	Putative leucine-rich repeat receptor-like protein kinase family protein
Zm00001d048391	GRMZM2G532534	9:152533064-152538147	9:155410694-155411701	-		C2C2-GATA-transcription factor 10	Putative GATA transcription factor family protein
Zm00001d048392	GRMZM2G107651	9:152570894-152582329	9:155445018-155459975	-		-	DENN (AEX-3) domain-containing protein
Zm00001d048393	AC149818.2_FG001	9:152681211-152686897	9:155557499-155563185	-		-	Ras-related protein RABC2a
Zm00001d048394	AC149818.2_FG004	9:152703158-152703638	9:155579014-155580382	-		-	Cyclin-dependent kinases regulatory subunit 1
Zm00001d048397	AC149818.2_FG006	9:152709300-152712095	9:155585504-155588310	-		-	Ubiquitin-conjugating enzyme E2 4
Zm00001d048400	AC149818.2_FG008	9:152726608-152728503	9:155602623-155605008	-		-	Metal regulatory transcription factor 1
Zm00001d048401	AC149818.2_FG009	9:152747407-152748234	9:155625722-155626844	 rtcl1		RTCS-like1	homologous to rtcs1
Zm00001d048402	AC149475.2_FG002	9:152751857-152754681	9:155629914-155633305	-		-	HR-like lesion-inducing protein-related
Zm00001d048403	AC149475.2_FG003	9:152756800-152761381	9:155635584-155640617	-		-	Proteasome subunit alpha type
Zm00001d048404	AC149475.2_FG005	9:152791245-152801912	9:155670062-155681591	-		JUMONJI-transcription factor 20	Probable lysine-specific demethylase ELF6
Zm00001d048407	AC149475.2_FG007	9:152822528-152823205	9:155701484-155702161	-		GNAT-transcription factor 38	L-ornithine N5-acetyltransferase NATA1
Zm00001d048409	GRMZM2G063060	9:152900115-152904836	9:155778427-155783053	-		-	Cell division control protein 48 homolog D
Zm00001d048410	GRMZM2G362088	9:152908049-152916264	9:155786126-155792966	-		-	Ras-related protein RABF1
Zm00001d048411	GRMZM2G063342	9:152918382-152920269	9:155796736-155798414	-		-	Metal ion binding protein
Zm00001d048412	GRMZM2G063387	9:152941252-152946177	9:155819418-155824302	-		E2F-DP-transcription factor 26	Transcription factor-like protein DPB
Zm00001d048413	GRMZM2G063435	9:152946828-152948794	9:155825046-155826964	-		-	Peroxidase 60
Zm00001d048414	AC233901.1_FG010	9:152972904-152975196	9:155849854-155852372	-		-	Expressed protein;  protein
Zm00001d048415	GRMZM5G832248	9:153011036-153019787	9:155886944-155897001	-		-	Splicing factor CC1-like
Zm00001d048416	GRMZM5G891656	9:153022772-153024859	9:155900011-155902009	-		-	FAD/NAD(P)-binding oxidoreductase family protein
Zm00001d048417	GRMZM5G841893	9:153026441-153027878	9:155903728-155905521	-		-	FAD/NAD(P)-binding oxidoreductase family protein
Zm00001d048418	AC233901.1_FG008	9:153060365-153061350	9:155936872-155938274	-		-	Expansin-A11
Zm00001d048419	AC233901.1_FG004	9:153074388-153077419	9:155947173-155954810	-		-	La-related protein 1C
Zm00001d048420	GRMZM2G045257	9:153083823-153087623	9:155960499-155964242	-		-	Potassium channel tetramerisation domain-containing protein 9%3B Potassium channel tetramerisation domain-containing protein 9 isoform 1%3B Potassium channel tetramerisation domain-containing protein 9 isoform 2
Zm00001d048422	GRMZM2G034243	9:153124447-153126242	9:155990691-155992275	-		-	Photosynthetic NDH subunit of subcomplex B 2 chloroplastic
Zm00001d048424	GRMZM2G330019	9:153127131-153132868	9:155994047-155999070	-		-	evolutionarily conserved C-terminal region 2
Zm00001d048428	GRMZM2G175463	9:153176980-153187993	9:156044851-156056150	-		-	XS domain containing protein expressed
Zm00001d048430	GRMZM2G175563	9:153228363-153235076	9:156096132-156104799	-		-	Protein kinase domain superfamily protein
Zm00001d048432	GRMZM2G115633	9:153306086-153310665	9:156172971-156177672	-		-	Probable RNA helicase SDE3
Zm00001d048433	NA	NA	9:156284679-156287488	-		-	Ornithine carbamoyltransferase chloroplastic
Zm00001d048434	GRMZM2G700146	9:153435451-153442263	9:156295313-156311352	-		-	Type IV inositol polyphosphate 5-phosphatase 7
Zm00001d048436	GRMZM2G439866	9:153448134-153451863	9:156317542-156321056	-		-	Protein SHOOT GRAVITROPISM 6
Zm00001d048437	GRMZM2G030882	9:153457328-153459792	9:156326677-156329081	-		-	Calmodulin binding protein isoform 1%3B Calmodulin binding protein isoform 2%3B Calmodulin binding protein isoform 3%3B Calmodulin binding protein isoform 4
Zm00001d048438	GRMZM2G330384	9:153463874-153464378	9:156333273-156333726	-		-	EPIDERMAL PATTERNING FACTOR-like protein 4
Zm00001d048439	GRMZM2G360025	9:153535442-153539177	9:156420324-156423683	-		-	Putative DUF593 domain containing family protein
Zm00001d048440	GRMZM2G178106	9:153573867-153579170	9:156458781-156465887	-		-	Beta-galactosidase 5
Zm00001d048441	GRMZM2G479000	9:153588987-153590004	9:156475398-156476045	-		-	Protein PAM68 chloroplastic
Zm00001d048442	GRMZM2G178120	9:153596853-153606034	9:156483137-156492346	-		-	Ubiquitin carboxyl-terminal hydrolase-related protein
Zm00001d048443	GRMZM2G075588	9:153681862-153684408	9:156572546-156574992	-		-	Putative vesicle-associated membrane protein family protein
Zm00001d048444	GRMZM2G075563	9:153684620-153686369	9:156574867-156576575	-		-	Protein SULFUR DEFICIENCY-INDUCED 1
Zm00001d048445	GRMZM2G075505	9:153687377-153692790	9:156577584-156583021	-		-	Alba DNA/RNA-binding protein
Zm00001d048446	GRMZM2G075417	9:153696329-153698258	9:156586606-156588339	-		-	Putative AMP-dependent synthetase and ligase superfamily protein
Zm00001d048447	GRMZM2G374989	9:153707451-153713896	9:156595023-156602824	 rte4		rotten ear4	phylogenetically related to Class II clade boron transporters
Zm00001d048448	GRMZM2G374986	9:153719210-153723103	9:156609608-156610275	-		G2-like-transcription factor 30	Putative MYB DNA-binding domain superfamily protein
Zm00001d048449	GRMZM2G075227	9:153726461-153727844	9:156616719-156618079	-		-	Senescence-associated protein
Zm00001d048450	NA	NA	9:156644486-156647221	-		-	Phosphatidylinositol-glycan biosynthesis class F protein
Zm00001d048451	GRMZM2G171994	9:153759002-153761126	9:156650453-156652270	-		-	Pentatricopeptide repeat-containing protein
Zm00001d048453	GRMZM2G172014	9:153777111-153781389	9:156669559-156672753	-		-	Putative leucine-rich repeat transmembrane protein kinase family protein
Zm00001d048454	GRMZM2G172021	9:153782357-153788188	9:156673659-156679530	-		FHA-transcription factor 17	SMAD/FHA domain-containing family protein isoform 1%3B SMAD/FHA domain-containing family protein isoform 2
Zm00001d048455	GRMZM2G473274	9:153788422-153790144	9:156679754-156681460	-		bZIP-transcription factor 64	Putative bZIP transcription factor superfamily protein
Zm00001d048456	NA	NA	9:156693328-156693971	-		-	NAC domain-containing protein 37
Zm00001d048457	GRMZM2G172053	9:153797910-153803938	9:156694580-156695251	-		-	NAC domain protein
Zm00001d048458	GRMZM2G051009	9:153811445-153813968	9:156702447-156718704	-		-	Cell growth defect factor 2
Zm00001d048459	GRMZM2G051032	9:153814270-153818718	9:156705048-156709982	-		-	Sodium/hydrogen exchanger 2
Zm00001d048460	GRMZM2G051103	9:153828183-153832965	9:156719295-156724276	-		-	CBL-interacting serine/threonine-protein kinase 9
Zm00001d048461	GRMZM2G051219	9:153861473-153877358	9:156752400-156768303	 bf1		blue fluorescent1	homozygous Bf1 seedlings, and homozygous or heterozygous anthers, fluoresce blue under ultraviolet light; anthranilic acid accumulates, anthranilate synthase has altered inhibition kinetics
Zm00001d048463	GRMZM2G092281	9:153880422-153886707	9:156771660-156777465	-		-	Hemolysin
Zm00001d048466	GRMZM2G317931	9:153934171-153939686	9:156825990-156831559	-		-	Det1 complexing ubiquitin ligase
Zm00001d048467	GRMZM2G317938	9:153940111-153944219	9:156831903-156836049	-		-	Probable serine/threonine-protein kinase
Zm00001d048469	GRMZM2G382534	9:153962138-153964502	9:156850438-156852802	 hyd5		hydroxylase5	beta-carotene hydroxylase
Zm00001d048470	GRMZM2G060564	9:154003810-154007380	9:156886005-156889520	-		-	PLAC8 family protein
Zm00001d048471	GRMZM2G060507	9:154007940-154011643	9:156890103-156894363	-		Homeobox-transcription factor 20	Putative knotted-like transcription factor family protein
Zm00001d048472	GRMZM2G064005	9:154042003-154046575	9:156918352-156922586	-		-	Protein FIZZY-RELATED 1
Zm00001d048473	GRMZM2G063931	9:154048236-154054642	9:156924709-156931203	-		-	Putative ubiquitin-conjugating enzyme family%3B Ubiquitin-conjugating enzyme E2 I
Zm00001d048474	GRMZM2G171365	9:154082657-154102449	9:156960598-156980213	-		MADS1	MADS1
Zm00001d048476	GRMZM2G171440	9:154106171-154107479	9:156984273-156985316	-		-	Acyltransferase
Zm00001d048477	GRMZM2G171450	9:154108276-154109768	9:156986135-156987627	-		-	Putative DEAD-box ATP-dependent RNA helicase family protein
Zm00001d048478	GRMZM2G171464	9:154113331-154114780	9:156990040-156991863	-		bHLH-transcription factor 131	Putative HLH DNA-binding domain superfamily protein
Zm00001d048479	GRMZM2G171466	9:154117628-154119198	9:156995451-156996912	-		-	Nascent polypeptide-associated complex alpha subunit-like protein
Zm00001d048480	GRMZM2G171469	9:154121593-154127512	9:156999447-157005163	-		-	Tobamovirus multiplication protein 3
Zm00001d048481	GRMZM2G171595	9:154152638-154157046	9:157030533-157034917	-		-	Remorin family protein
Zm00001d048482	NA	NA	9:157059358-157060857	-		-	Regulator of Vps4 activity in the MVB pathway protein
Zm00001d048483	GRMZM2G116681	9:154186862-154189335	9:157065287-157067801	-		-	THO complex subunit 7B
Zm00001d048486	GRMZM2G116750	9:154192740-154194612	9:157071764-157073242	-		-	DGCR14 protein
Zm00001d048489	GRMZM2G116803	9:154199287-154201261	9:157078891-157080233	-		-	BAG family molecular chaperone regulator 6
Zm00001d048491	GRMZM2G472696	9:154211213-154212043	9:157090097-157090813	-		-	Histone H2B
Zm00001d048492	GRMZM2G472780	9:154214439-154217184	9:157093018-157095899	-		-	Transcription factor TFIIIC tau55-related protein
Zm00001d048493	GRMZM2G174070	9:154227661-154232106	9:157106289-157122699	-		NAC-transcription factor 57	NAC domain containing protein 28
Zm00001d048494	GRMZM2G106263	9:154290417-154296012	9:157164274-157174474	-		-	Hydroxymethylglutaryl-CoA synthase%3B Putative hydroxymethylglutaryl-CoA synthase family protein isoform 1%3B Putative hydroxymethylglutaryl-CoA synthase family protein isoform 2%3B Putative hydroxymethylglutaryl-CoA synthase family protein isoform 3
Zm00001d048495	NA	NA	9:157164611-157166791	-		-	Putative subtilase family protein
Zm00001d048496	GRMZM2G143244	9:154351784-154359678	9:157234264-157237375	-		-	Per1-like family protein
Zm00001d048499	GRMZM2G143187	9:154366450-154369317	9:157244177-157246976	-		-	UDP-galactose/UDP-glucose transporter 4
Zm00001d048501	GRMZM2G303312	9:154512218-154520697	9:157420365-157429290	-		-	evolutionarily conserved C-terminal region 11
Zm00001d048502	GRMZM5G829967	9:154575743-154577247	9:157456648-157464093	-		-	COP9 signalosome complex subunit 1
Zm00001d048503	GRMZM2G467007	9:154577095-154581167	9:157464001-157467635	-		-	alpha/beta-Hydrolases superfamily protein
Zm00001d048505	GRMZM2G064612	9:154600397-154603065	9:157486024-157489557	-		-	Serine/arginine-rich splicing factor RS31A
Zm00001d048506	GRMZM2G064600	9:154605297-154606637	9:157491128-157491721	-		-	Mitochondrial import inner membrane translocase subunit TIM23-3
Zm00001d048507	GRMZM2G064563	9:154607447-154611173	9:157493100-157496848	-		-	Major Facilitator family protein%3B Major Facilitator superfamily protein
Zm00001d048508	GRMZM2G393529	9:154636196-154637397	9:157537064-157537579	-		-	OJ000126_13.10 protein;  protein
Zm00001d048509	GRMZM2G092776	9:154647472-154653864	9:157547760-157554131	-		-	Putative DUF26 domain receptor-like protein kinase%3B Receptor protein kinase CRINKLY4
Zm00001d048510	GRMZM2G393471	9:154654035-154663889	9:157554255-157564177	-		-	Zinc finger CCCH domain-containing protein 19
Zm00001d048511	GRMZM2G700148	9:154686135-154692072	9:157574208-157592508	-		-	AP-2 complex subunit alpha-2
Zm00001d048512	NA	NA	9:157597278-157604842	-		-	Transducin family protein / WD-40 repeat family protein
Zm00001d048513	GRMZM2G092718	9:154707983-154709265	9:157608354-157609505	-		-	Copper transport protein family
Zm00001d048514	GRMZM2G393334	9:154723992-154730009	9:157624300-157629807	 bm4		brown midrib4	mutant looks like bm1; encodes folylpolyglutamate synthetase
Zm00001d048515	GRMZM2G092497	9:154729337-154755677	9:157630263-157631951	-		-	Stress responsive alpha-beta barrel domain protein
Zm00001d048516	GRMZM2G092497	9:154729337-154755677	9:157632076-157656040	-		DNA methyl transferase3	DNA (cytosine-5)-methyltransferase DRM2
Zm00001d048518	GRMZM2G436703	9:154810252-154813861	9:157710389-157711924	-		-	HVA22-like protein i
Zm00001d048520	GRMZM2G037327	9:154814153-154815523	9:157714272-157715705	-		-	Aquaporin TIP3.1
Zm00001d048521	GRMZM2G037193	9:154818724-154821397	9:157718905-157721676	-		-	peptidoglycan-binding LysM domain-containing protein
Zm00001d048522	GRMZM2G148057	9:154833849-154836561	9:157738157-157740704	-		-	Protein Kinase interacting protein isoform 1%3B Protein Kinase interacting protein isoform 2
Zm00001d048523	GRMZM2G449359	9:154846017-154847988	9:157750160-157752131	-		-	Putative DUF827 domain containing family protein
Zm00001d048524	GRMZM2G110236	9:154874393-154882653	9:157772529-157785975	 nta1		N-terminal amidase1	NCBI: CemA-like proton extrusion protein-related
Zm00001d048526	GRMZM2G110116	9:154910678-154913311	9:157814109-157815955	-		-	Basic transcription factor 3
Zm00001d048527	GRMZM2G109987	9:154912262-154920527	9:157815873-157824341	-		rolled leaf1	Homeobox-leucine zipper protein REVOLUTA
Zm00001d048529	NA	NA	9:157912448-157920564	-		-	Developmentally-regulated GTP-binding protein 2
Zm00001d048531	NA	NA	9:157939097-157942646	-		-	DEAD-box ATP-dependent RNA helicase 50
Zm00001d048532	NA	NA	9:157944066-157946367	-		-	Probable glucuronoxylan glucuronosyltransferase IRX7
Zm00001d048533	NA	NA	9:157948405-157948815	-		-	Cyclin-dependent protein kinase inhibitor EL2
Zm00001d048535	NA	NA	9:157959791-157968784	-		-	Myosin heavy chain-related protein
Zm00001d048536	GRMZM2G055785	9:155162182-155178146	9:158039146-158055540	-		-	SKP1-like protein 21
Zm00001d048538	GRMZM2G354746	9:155218689-155220714	9:158095961-158098098	-		-	Putative dnaJ chaperone family protein
Zm00001d048539	GRMZM2G055899	9:155224395-155239627	9:158101764-158112103	-		-	Branched-chain-amino-acid aminotransferase
Zm00001d048540	NA	NA	9:158112495-158124823	-		-	Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-related
Zm00001d048541	GRMZM5G828278	9:155361528-155366191	9:158173924-158186211	 polm2		polymerase II transcription-mediator2	encodes part of the "CDK8" module that mediates transcription initiation with RNA Polymerase II
Zm00001d048542	AC150739.3_FG001	9:155450361-155454202	9:158268206-158272059	-		-	AT-hook motif nuclear-localized protein 14
Zm00001d048544	GRMZM5G875564	9:155546568-155552739	9:158364788-158371143	-		-	Oxysterol-binding protein 1%3B Putative oxysterol binding domain family protein
Zm00001d048545	GRMZM5G891969	9:155553668-155559052	9:158371874-158377251	-		-	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Zm00001d048546	GRMZM5G827026	9:155635819-155646588	9:158404988-158464567	-		-	transcription regulators
Zm00001d048547	GRMZM2G168355	9:155707445-155709059	9:158517739-158519168	-		-	Protein SRG1
Zm00001d048550	GRMZM2G168281	9:155722096-155723852	9:158532306-158534244	-		-	Formyltetrahydrofolate deformylase
Zm00001d048551	GRMZM2G168257	9:155724469-155725855	9:158534769-158536095	-		-	Cell number regulator 6
Zm00001d048552	GRMZM2G049168	9:155727586-155741960	9:158537471-158553298	-		-	Probable helicase CHR10
Zm00001d048553	GRMZM2G060185	9:155749024-155750538	9:158559409-158560844	-		-	Phosphoglycerate mutase family protein
Zm00001d048554	NA	NA	9:158621141-158622907	-		-	14-3-3-like protein GF14 nu
Zm00001d048555	GRMZM2G093964	9:155817768-155840067	9:158628089-158628907	-		-	Protein TORNADO 2
Zm00001d048556	GRMZM2G079066	9:155840187-155849333	9:158637581-158648645	-		-	peptidyl-prolyl cis-trans isomerases
Zm00001d048558	NA	NA	9:158667068-158667751	 gst25		glutathione transferase25	-
Zm00001d048559	GRMZM2G462243	9:155855091-155856395	9:158676251-158677196	 gst35		glutathione transferase35	-
Zm00001d048560	NA	NA	9:158683140-158684127	-		-	Glutathione S-transferase U16
Zm00001d048561	NA	NA	9:158743478-158744834	-		-	p-protein
Zm00001d048562	NA	NA	9:158799848-158813205	-		-	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Zm00001d048563	GRMZM2G474651	9:155988771-155992605	9:158817346-158819060	-		-	ARM repeat superfamily protein
Zm00001d048564	NA	NA	9:158839268-158844061	-		-	Putative glycogen synthase kinase family protein
Zm00001d048565	NA	NA	9:158844223-158845460	-		-	alpha/beta-Hydrolases superfamily protein
Zm00001d048566	GRMZM2G159538	9:156063502-156067824	9:158877485-158881546	-		-	Plant UBX domain-containing protein 10
Zm00001d048567	GRMZM2G049382	9:156130749-156139798	9:158944251-158953300	-		-	DeSI-like protein
Zm00001d048569	GRMZM2G148090	9:156245115-156247188	9:159051867-159053940	-		-	Zinc finger CCCH domain-containing protein 18
Zm00001d048573	NA	NA	9:159282726-159284887	-		-	Rhodopsin-like receptor
Zm00001d048574	GRMZM2G134426	9:156523971-156546958	9:159326202-159349212	-		GNAT-transcription factor 39	Probable amino-acid acetyltransferase NAGS1 chloroplastic
